System,ClassName,CBO,DCC,ExportCoupling,ImportCoupling,NOM,WMC,Defect
xalan_2_6,org.apache.xalan.lib.SecuritySupport12,0,0,0,0,8,8,0
xalan_2_6,org.apache.xalan.lib.sql.ConnectionPool,3,0,3,0,14,14,0
xalan_2_6,org.apache.xalan.lib.sql.ConnectionPoolManager,3,1,1,2,4,8,1
xalan_2_6,org.apache.xalan.lib.sql.DTMDocument,13,7,2,13,94,230,1
xalan_2_6,org.apache.xalan.lib.sql.DefaultConnectionPool,4,1,1,3,18,39,0
xalan_2_6,org.apache.xalan.lib.sql.ObjectArray,2,0,2,0,5,11,0
xalan_2_6,org.apache.xalan.lib.sql.ObjectFactory,2,0,1,1,10,49,0
xalan_2_6,org.apache.xalan.lib.sql.PooledConnection,1,0,1,0,4,4,0
xalan_2_6,org.apache.xalan.lib.sql.QueryParameter,3,0,3,0,4,4,0
xalan_2_6,org.apache.xalan.lib.sql.SQLDocument,12,5,1,13,9,41,1
xalan_2_6,org.apache.xalan.lib.sql.SQLErrorDocument,4,1,1,4,2,2,0
xalan_2_6,org.apache.xalan.lib.sql.SQLQueryParser,6,2,2,5,11,65,0
xalan_2_6,org.apache.xalan.lib.sql.SecuritySupport,1,0,1,0,9,11,0
xalan_2_6,org.apache.xalan.lib.sql.SecuritySupport12,0,0,0,0,8,8,0
xalan_2_6,org.apache.xalan.lib.sql.XConnection,11,8,2,12,28,101,1
xalan_2_6,org.apache.xalan.processor.ProcessorAttributeSet,6,1,1,5,2,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorCharacters,8,2,2,6,4,12,1
xalan_2_6,org.apache.xalan.processor.ProcessorDecimalFormat,6,1,1,5,1,1,0
xalan_2_6,org.apache.xalan.processor.ProcessorExsltFuncResult,4,1,1,3,1,7,0
xalan_2_6,org.apache.xalan.processor.ProcessorExsltFunction,5,2,1,4,5,24,0
xalan_2_6,org.apache.xalan.processor.ProcessorGlobalParamDecl,5,2,1,4,2,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorGlobalVariableDecl,5,2,1,4,2,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorImport,1,0,1,0,2,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorInclude,8,1,1,7,6,24,1
xalan_2_6,org.apache.xalan.processor.ProcessorKey,9,2,1,8,2,10,0
xalan_2_6,org.apache.xalan.processor.ProcessorLRE,16,2,1,15,3,31,1
xalan_2_6,org.apache.xalan.processor.ProcessorNamespaceAlias,6,1,1,5,1,3,0
xalan_2_6,org.apache.xalan.processor.ProcessorOutputElem,8,3,1,7,13,15,0
xalan_2_6,org.apache.xalan.processor.ProcessorPreserveSpace,7,1,1,6,1,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorStripSpace,7,1,1,6,1,2,0
xalan_2_6,org.apache.xalan.processor.ProcessorStylesheetDoc,1,0,1,0,0,0,0
xalan_2_6,org.apache.xalan.processor.ProcessorStylesheetElement,8,1,1,7,2,4,1
xalan_2_6,org.apache.xalan.processor.ProcessorTemplate,5,2,1,4,1,1,0
xalan_2_6,org.apache.xalan.processor.ProcessorTemplateElem,11,2,7,4,3,4,1
xalan_2_6,org.apache.xalan.processor.ProcessorText,4,2,1,3,2,2,1
xalan_2_6,org.apache.xalan.processor.ProcessorUnknown,1,0,1,0,2,2,0
xalan_2_6,org.apache.xalan.processor.StylesheetHandler,36,9,22,16,69,137,1
xalan_2_6,org.apache.xalan.processor.TransformerFactoryImpl,17,0,7,12,21,80,1
xalan_2_6,org.apache.xalan.processor.WhitespaceInfoPaths,3,1,2,2,3,3,0
xalan_2_6,org.apache.xalan.processor.XSLProcessorVersion,0,0,0,0,1,1,0
xalan_2_6,org.apache.xalan.processor.XSLTAttributeDef,11,5,4,8,36,135,1
xalan_2_6,org.apache.xalan.processor.XSLTElementDef,8,3,6,4,28,82,0
xalan_2_6,org.apache.xalan.processor.XSLTElementProcessor,18,4,14,7,14,33,1
xalan_2_6,org.apache.xalan.processor.XSLTSchema,25,1,3,24,4,40,0
xalan_2_6,org.apache.xalan.res.XSLMessages,41,0,40,1,13,44,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources,0,0,16,0,6,7,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_ca,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_cs,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_de,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_en,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_es,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_fr,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_hu,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_it,0,1,0,1,2,3,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_ja,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_ko,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_pl,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_pt_BR,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_ru,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_sk,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_sv,0,0,0,0,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_tr,0,1,0,1,3,4,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_zh_CN,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.res.XSLTErrorResources_zh_TW,0,1,0,1,1,1,1
xalan_2_6,org.apache.xalan.serialize.DOMSerializer,0,0,2,0,1,1,0
xalan_2_6,org.apache.xalan.serialize.Serializer,0,1,1,1,9,9,0
xalan_2_6,org.apache.xalan.serialize.SerializerFactory,3,4,0,5,1,4,1
xalan_2_6,org.apache.xalan.serialize.SerializerUtils,12,4,5,7,6,26,1
xalan_2_6,org.apache.xalan.templates.AVT,19,5,11,12,13,29,1
xalan_2_6,org.apache.xalan.templates.AVTPart,1,4,1,4,6,6,1
xalan_2_6,org.apache.xalan.templates.AVTPartSimple,2,4,1,4,4,4,1
xalan_2_6,org.apache.xalan.templates.AVTPartXPath,5,7,1,9,5,6,1
xalan_2_6,org.apache.xalan.templates.AbsPathChecker,2,4,1,4,3,5,0
xalan_2_6,org.apache.xalan.templates.Constants,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.templates.DecimalFormatProperties,5,2,3,3,24,25,0
xalan_2_6,org.apache.xalan.templates.ElemApplyImport,5,2,0,5,4,8,1
xalan_2_6,org.apache.xalan.templates.ElemApplyTemplates,20,3,1,20,8,50,1
xalan_2_6,org.apache.xalan.templates.ElemAttribute,9,4,1,9,8,54,1
xalan_2_6,org.apache.xalan.templates.ElemAttributeSet,9,4,5,8,7,11,1
xalan_2_6,org.apache.xalan.templates.ElemCallTemplate,14,7,1,14,12,31,1
xalan_2_6,org.apache.xalan.templates.ElemChoose,8,2,0,8,5,21,1
xalan_2_6,org.apache.xalan.templates.ElemComment,4,2,0,4,4,34,1
xalan_2_6,org.apache.xalan.templates.ElemCopy,7,1,0,7,3,10,1
xalan_2_6,org.apache.xalan.templates.ElemCopyOf,14,5,0,15,8,22,1
xalan_2_6,org.apache.xalan.templates.ElemElement,12,5,1,13,12,45,1
xalan_2_6,org.apache.xalan.templates.ElemEmpty,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.templates.ElemExsltFuncResult,4,1,0,4,4,8,1
xalan_2_6,org.apache.xalan.templates.ElemExsltFunction,12,3,1,12,6,12,1
xalan_2_6,org.apache.xalan.templates.ElemExtensionCall,18,4,4,15,8,26,1
xalan_2_6,org.apache.xalan.templates.ElemExtensionDecl,9,3,1,9,13,31,0
xalan_2_6,org.apache.xalan.templates.ElemExtensionScript,1,0,1,0,5,5,0
xalan_2_6,org.apache.xalan.templates.ElemFallback,5,1,2,3,4,7,1
xalan_2_6,org.apache.xalan.templates.ElemForEach,18,9,6,15,17,38,1
xalan_2_6,org.apache.xalan.templates.ElemIf,8,4,0,9,7,16,1
xalan_2_6,org.apache.xalan.templates.ElemLiteralResult,15,5,4,12,31,78,1
xalan_2_6,org.apache.xalan.templates.ElemMessage,4,1,0,4,5,8,1
xalan_2_6,org.apache.xalan.templates.ElemNumber,18,12,2,19,40,236,1
xalan_2_6,org.apache.xalan.templates.ElemOtherwise,0,0,0,0,2,2,0
xalan_2_6,org.apache.xalan.templates.ElemPI,8,4,0,8,7,43,1
xalan_2_6,org.apache.xalan.templates.ElemParam,9,2,2,8,4,8,1
xalan_2_6,org.apache.xalan.templates.ElemSort,6,3,2,4,14,20,0
xalan_2_6,org.apache.xalan.templates.ElemTemplate,18,6,17,10,21,24,1
xalan_2_6,org.apache.xalan.templates.ElemTemplateElement,70,9,79,12,83,177,1
xalan_2_6,org.apache.xalan.templates.ElemText,2,1,1,1,5,7,0
xalan_2_6,org.apache.xalan.templates.ElemTextLiteral,7,1,5,3,10,15,1
xalan_2_6,org.apache.xalan.templates.ElemUnknown,4,1,0,4,1,1,1
xalan_2_6,org.apache.xalan.templates.ElemUse,8,3,4,6,6,14,1
xalan_2_6,org.apache.xalan.templates.ElemValueOf,9,5,2,9,10,20,1
xalan_2_6,org.apache.xalan.templates.ElemVariable,28,7,15,17,20,44,1
xalan_2_6,org.apache.xalan.templates.ElemVariablePsuedo,6,3,1,6,2,2,1
xalan_2_6,org.apache.xalan.templates.ElemWhen,5,3,1,5,6,8,0
xalan_2_6,org.apache.xalan.templates.ElemWithParam,14,7,2,14,10,19,1
xalan_2_6,org.apache.xalan.templates.FuncDocument,15,2,0,15,7,51,0
xalan_2_6,org.apache.xalan.templates.FuncFormatNumb,12,2,0,12,4,13,0
xalan_2_6,org.apache.xalan.templates.FuncKey,13,2,0,13,1,10,0
xalan_2_6,org.apache.xalan.templates.KeyDeclaration,7,4,6,5,8,10,0
xalan_2_6,org.apache.xalan.templates.NamespaceAlias,4,1,5,2,9,9,0
xalan_2_6,org.apache.xalan.templates.OutputProperties,11,2,6,7,37,105,0
xalan_2_6,org.apache.xalan.templates.RedundentExprEliminator,23,11,0,23,36,191,1
xalan_2_6,org.apache.xalan.templates.Stylesheet,26,14,28,17,73,152,0
xalan_2_6,org.apache.xalan.templates.StylesheetComposed,7,1,8,2,10,30,0
xalan_2_6,org.apache.xalan.templates.StylesheetRoot,53,20,44,25,47,93,1
xalan_2_6,org.apache.xalan.templates.TemplateList,12,7,2,12,18,110,1
xalan_2_6,org.apache.xalan.templates.TemplateSubPatternAssociation,6,4,1,6,14,21,0
xalan_2_6,org.apache.xalan.templates.VarNameCollector,2,3,1,3,4,4,0
xalan_2_6,org.apache.xalan.templates.WhiteSpaceInfo,5,3,5,4,2,2,1
xalan_2_6,org.apache.xalan.templates.XMLNSDecl,2,0,2,0,3,3,0
xalan_2_6,org.apache.xalan.templates.XSLTVisitable,1,1,1,1,1,1,0
xalan_2_6,org.apache.xalan.templates.XSLTVisitor,6,5,19,5,8,8,1
xalan_2_6,org.apache.xalan.templates.XUnresolvedVariable,7,4,1,7,5,8,1
xalan_2_6,org.apache.xalan.templates.XUnresolvedVariableSimple,5,3,1,5,3,3,0
xalan_2_6,org.apache.xalan.trace.EndSelectionEvent,1,4,3,4,0,0,1
xalan_2_6,org.apache.xalan.trace.ExtensionEvent,4,1,5,1,0,0,0
xalan_2_6,org.apache.xalan.trace.GenerateEvent,2,1,4,1,0,0,1
xalan_2_6,org.apache.xalan.trace.PrintTraceListener,16,5,1,16,6,37,0
xalan_2_6,org.apache.xalan.trace.SelectionEvent,2,4,3,4,0,0,1
xalan_2_6,org.apache.xalan.trace.TraceListener,1,3,1,3,3,3,0
xalan_2_6,org.apache.xalan.trace.TraceListenerEx,1,1,1,1,1,1,0
xalan_2_6,org.apache.xalan.trace.TraceListenerEx2,1,1,1,1,1,1,0
xalan_2_6,org.apache.xalan.trace.TraceListenerEx3,1,1,1,1,2,2,1
xalan_2_6,org.apache.xalan.trace.TraceManager,40,10,30,15,12,31,1
xalan_2_6,org.apache.xalan.trace.TracerEvent,2,3,4,3,2,10,1
xalan_2_6,org.apache.xalan.transformer.ClonerToResultTree,7,2,3,5,1,16,0
xalan_2_6,org.apache.xalan.transformer.Counter,4,3,1,4,2,6,0
xalan_2_6,org.apache.xalan.transformer.CountersTable,5,3,3,4,4,16,0
xalan_2_6,org.apache.xalan.transformer.DecimalToRoman,2,0,2,0,0,0,0
xalan_2_6,org.apache.xalan.transformer.KeyIterator,7,1,1,6,3,7,1
xalan_2_6,org.apache.xalan.transformer.KeyManager,6,5,2,8,1,11,0
xalan_2_6,org.apache.xalan.transformer.KeyRefIterator,14,3,0,14,2,13,1
xalan_2_6,org.apache.xalan.transformer.KeyTable,14,8,1,16,4,4,1
xalan_2_6,org.apache.xalan.transformer.MsgMgr,12,1,11,2,12,18,0
xalan_2_6,org.apache.xalan.transformer.NodeSortKey,3,3,2,4,0,0,0
xalan_2_6,org.apache.xalan.transformer.NodeSorter,8,2,1,7,3,36,0
xalan_2_6,org.apache.xalan.transformer.NumeratorFormatter,1,2,0,2,2,14,0
xalan_2_6,org.apache.xalan.transformer.QueuedEvents,1,2,0,2,6,6,0
xalan_2_6,org.apache.xalan.transformer.ResultNameSpace,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.transformer.SerializerSwitcher,5,2,1,4,3,18,0
xalan_2_6,org.apache.xalan.transformer.StackGuard,8,2,3,7,5,17,1
xalan_2_6,org.apache.xalan.transformer.TrAXFilter,3,1,1,2,6,17,1
xalan_2_6,org.apache.xalan.transformer.TransformSnapshot,0,0,1,0,0,0,0
xalan_2_6,org.apache.xalan.transformer.TransformSnapshotImpl,12,9,1,13,1,5,0
xalan_2_6,org.apache.xalan.transformer.TransformState,0,2,1,2,7,7,0
xalan_2_6,org.apache.xalan.transformer.TransformerClient,1,1,1,1,1,1,0
xalan_2_6,org.apache.xalan.transformer.TransformerHandlerImpl,7,2,1,7,34,99,1
xalan_2_6,org.apache.xalan.transformer.TransformerIdentityImpl,12,2,1,11,42,107,1
xalan_2_6,org.apache.xalan.transformer.TransformerImpl,98,25,63,62,121,279,1
xalan_2_6,org.apache.xalan.transformer.TreeWalker2Result,7,2,1,7,3,9,0
xalan_2_6,org.apache.xalan.transformer.XSLInfiniteLoopException,0,0,0,0,1,1,0
xalan_2_6,org.apache.xalan.transformer.XalanProperties,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.transformer.XalanTransformState,4,4,1,7,9,17,0
xalan_2_6,org.apache.xalan.xslt.EnvironmentCheck,2,0,1,1,19,80,1
xalan_2_6,org.apache.xalan.xslt.ObjectFactory,3,0,2,1,10,49,0
xalan_2_6,org.apache.xalan.xslt.Process,9,0,0,9,3,90,1
xalan_2_6,org.apache.xalan.xslt.SecuritySupport,1,0,1,0,9,11,0
xalan_2_6,org.apache.xalan.xslt.SecuritySupport12,0,0,0,0,8,8,0
xalan_2_6,org.apache.xalan.xsltc.CollatorFactory,1,0,1,0,2,2,0
xalan_2_6,org.apache.xalan.xsltc.DOM,13,4,26,4,37,37,0
xalan_2_6,org.apache.xalan.xsltc.DOMCache,1,2,2,2,1,1,0
xalan_2_6,org.apache.xalan.xsltc.DOMEnhancedForDTM,7,0,7,0,9,9,0
xalan_2_6,org.apache.xalan.xsltc.NodeIterator,0,0,1,0,10,10,0
xalan_2_6,org.apache.xalan.xsltc.ProcessorVersion,0,0,0,0,1,2,0
xalan_2_6,org.apache.xalan.xsltc.StripFilter,1,1,7,1,1,1,0
xalan_2_6,org.apache.xalan.xsltc.Translet,2,3,10,3,9,9,0
xalan_2_6,org.apache.xalan.xsltc.TransletException,6,0,6,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.Compile,3,0,0,3,2,37,1
xalan_2_6,org.apache.xalan.xsltc.cmdline.ObjectFactory,2,0,1,1,10,49,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.SecuritySupport,1,0,1,0,9,11,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.SecuritySupport12,0,0,0,0,8,8,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.Transform,8,1,0,9,6,47,1
xalan_2_6,org.apache.xalan.xsltc.cmdline.getopt.GetOpt,4,0,1,3,4,12,1
xalan_2_6,org.apache.xalan.xsltc.cmdline.getopt.GetOptsException,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.getopt.IllegalArgumentException,1,0,1,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.cmdline.getopt.MissingOptArgException,1,0,1,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,6,6,1,8,5,10,1
xalan_2_6,org.apache.xalan.xsltc.compiler.AbsolutePathPattern,8,7,0,13,7,16,0
xalan_2_6,org.apache.xalan.xsltc.compiler.AlternativePattern,6,6,1,9,7,8,0
xalan_2_6,org.apache.xalan.xsltc.compiler.AncestorPattern,9,8,2,13,8,17,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ApplyImports,9,6,0,11,6,15,1
xalan_2_6,org.apache.xalan.xsltc.compiler.ApplyTemplates,14,7,0,16,5,26,1
xalan_2_6,org.apache.xalan.xsltc.compiler.ArgumentList,1,1,0,1,1,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Attribute,3,2,0,4,2,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.AttributeSet,15,7,3,14,7,21,1
xalan_2_6,org.apache.xalan.xsltc.compiler.AttributeValue,8,2,5,4,1,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.AttributeValueTemplate,10,6,4,9,6,40,0
xalan_2_6,org.apache.xalan.xsltc.compiler.BinOpExpr,8,6,0,11,5,15,0
xalan_2_6,org.apache.xalan.xsltc.compiler.BooleanCall,3,6,0,7,2,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.BooleanExpr,3,4,0,6,6,8,0
xalan_2_6,org.apache.xalan.xsltc.compiler.CallTemplate,16,7,0,16,5,11,1
xalan_2_6,org.apache.xalan.xsltc.compiler.CastCall,6,6,0,10,2,6,0
xalan_2_6,org.apache.xalan.xsltc.compiler.CastExpr,43,6,34,12,7,16,1
xalan_2_6,org.apache.xalan.xsltc.compiler.CeilingCall,2,3,0,5,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Choose,10,2,0,12,2,17,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Closure,4,1,6,1,4,4,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Comment,5,5,0,7,3,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.CompilerException,1,0,1,0,1,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ConcatCall,4,5,0,8,2,9,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Constants,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ContainsCall,6,6,0,10,4,7,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Copy,7,6,0,9,4,9,0
xalan_2_6,org.apache.xalan.xsltc.compiler.CopyOf,8,6,0,9,4,13,0
xalan_2_6,org.apache.xalan.xsltc.compiler.CurrentCall,1,3,0,3,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.DecimalFormatting,9,6,2,9,4,22,1
xalan_2_6,org.apache.xalan.xsltc.compiler.DocumentCall,9,6,0,12,2,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ElementAvailableCall,8,5,0,12,4,7,0
xalan_2_6,org.apache.xalan.xsltc.compiler.EqualityExpr,9,6,2,10,11,64,1
xalan_2_6,org.apache.xalan.xsltc.compiler.Expression,81,6,75,10,17,26,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Fallback,3,5,1,6,5,8,0
xalan_2_6,org.apache.xalan.xsltc.compiler.FilterExpr,8,6,0,10,6,15,1
xalan_2_6,org.apache.xalan.xsltc.compiler.FilterParentPath,6,6,0,9,5,12,1
xalan_2_6,org.apache.xalan.xsltc.compiler.FilteredAbsoluteLocationPath,5,6,0,8,5,10,1
xalan_2_6,org.apache.xalan.xsltc.compiler.FloorCall,2,3,0,5,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.FlowList,25,0,26,0,4,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ForEach,11,6,0,13,5,21,0
xalan_2_6,org.apache.xalan.xsltc.compiler.FormatNumberCall,10,6,0,12,2,9,0
xalan_2_6,org.apache.xalan.xsltc.compiler.FunctionAvailableCall,10,6,0,14,8,28,0
xalan_2_6,org.apache.xalan.xsltc.compiler.FunctionCall,38,9,23,17,22,118,1
xalan_2_6,org.apache.xalan.xsltc.compiler.GenerateIdCall,3,3,0,5,1,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.IdKeyPattern,5,6,0,8,8,9,0
xalan_2_6,org.apache.xalan.xsltc.compiler.IdPattern,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.If,6,6,0,9,4,11,0
xalan_2_6,org.apache.xalan.xsltc.compiler.IllegalCharException,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Import,8,6,0,11,4,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Include,8,6,1,11,4,17,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Instruction,3,4,0,7,2,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.IntExpr,2,4,0,5,3,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Key,13,8,1,13,5,14,1
xalan_2_6,org.apache.xalan.xsltc.compiler.KeyCall,11,6,0,12,3,22,1
xalan_2_6,org.apache.xalan.xsltc.compiler.KeyPattern,0,0,0,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LangCall,5,6,0,8,3,5,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LastCall,2,3,0,4,3,15,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LiteralAttribute,9,6,1,12,4,4,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LiteralElement,16,8,3,18,12,66,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LiteralExpr,9,4,7,5,6,6,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LocalNameCall,1,3,0,4,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.LocationPathPattern,9,6,5,7,11,17,1
xalan_2_6,org.apache.xalan.xsltc.compiler.LogicalExpr,7,6,0,11,8,27,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Message,5,5,0,7,3,5,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Mode,17,8,4,16,29,184,1
xalan_2_6,org.apache.xalan.xsltc.compiler.NameBase,8,6,3,8,3,13,0
xalan_2_6,org.apache.xalan.xsltc.compiler.NameCall,1,3,0,4,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.NamespaceAlias,4,5,0,6,3,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.NamespaceUriCall,2,3,1,4,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.NotCall,3,3,0,6,2,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Number,15,12,0,17,13,56,1
xalan_2_6,org.apache.xalan.xsltc.compiler.NumberCall,4,5,0,7,2,5,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ObjectFactory,4,0,3,1,10,49,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Otherwise,5,4,0,8,3,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Output,9,3,2,10,5,44,1
xalan_2_6,org.apache.xalan.xsltc.compiler.Param,13,5,5,13,5,20,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ParameterRef,9,4,1,10,2,9,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ParentLocationPath,7,7,2,9,10,54,1
xalan_2_6,org.apache.xalan.xsltc.compiler.ParentPattern,8,8,0,14,7,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Parser,74,14,87,23,74,194,1
xalan_2_6,org.apache.xalan.xsltc.compiler.Pattern,6,4,8,4,3,3,1
xalan_2_6,org.apache.xalan.xsltc.compiler.PositionCall,3,3,1,4,2,11,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Predicate,23,9,5,21,20,94,1
xalan_2_6,org.apache.xalan.xsltc.compiler.ProcessingInstruction,10,6,0,11,3,4,1
xalan_2_6,org.apache.xalan.xsltc.compiler.ProcessingInstructionPattern,6,4,0,8,5,11,1
xalan_2_6,org.apache.xalan.xsltc.compiler.QName,27,0,56,0,9,10,0
xalan_2_6,org.apache.xalan.xsltc.compiler.RealExpr,2,4,0,5,3,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.RelationalExpr,13,6,0,15,9,52,1
xalan_2_6,org.apache.xalan.xsltc.compiler.RelativeLocationPath,1,0,2,0,2,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.RelativePathPattern,0,0,4,0,0,0,0
xalan_2_6,org.apache.xalan.xsltc.compiler.RoundCall,2,3,0,5,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.SecuritySupport,1,0,1,0,9,11,0
xalan_2_6,org.apache.xalan.xsltc.compiler.SecuritySupport12,0,0,0,0,8,8,0
xalan_2_6,org.apache.xalan.xsltc.compiler.SimpleAttributeValue,6,4,4,5,4,4,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Sort,17,10,2,17,18,59,1
xalan_2_6,org.apache.xalan.xsltc.compiler.SourceLoader,2,1,4,1,1,1,0
xalan_2_6,org.apache.xalan.xsltc.compiler.StartsWithCall,6,6,0,10,2,5,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Step,13,5,6,11,17,79,1
xalan_2_6,org.apache.xalan.xsltc.compiler.StepPattern,15,6,9,13,17,55,1
xalan_2_6,org.apache.xalan.xsltc.compiler.StringCall,6,5,0,9,2,6,0
xalan_2_6,org.apache.xalan.xsltc.compiler.StringLengthCall,4,3,0,6,1,2,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Stylesheet,29,12,25,24,53,128,0
xalan_2_6,org.apache.xalan.xsltc.compiler.SymbolTable,20,9,88,10,24,57,0
xalan_2_6,org.apache.xalan.xsltc.compiler.SyntaxTreeNode,82,9,81,11,48,94,1
xalan_2_6,org.apache.xalan.xsltc.compiler.Template,19,9,10,15,21,48,1
xalan_2_6,org.apache.xalan.xsltc.compiler.TestSeq,7,5,1,8,9,27,1
xalan_2_6,org.apache.xalan.xsltc.compiler.Text,11,3,6,6,8,23,1
xalan_2_6,org.apache.xalan.xsltc.compiler.TopLevelElement,7,4,3,8,4,4,0
xalan_2_6,org.apache.xalan.xsltc.compiler.TransletOutput,8,6,0,10,4,7,1
xalan_2_6,org.apache.xalan.xsltc.compiler.UnaryOpExpr,6,6,0,10,5,7,0
xalan_2_6,org.apache.xalan.xsltc.compiler.UnionPathExpr,7,6,0,10,5,17,1
xalan_2_6,org.apache.xalan.xsltc.compiler.UnparsedEntityUriCall,5,6,0,8,2,3,0
xalan_2_6,org.apache.xalan.xsltc.compiler.UnresolvedRef,11,10,0,15,6,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.UnsupportedElement,6,6,1,10,6,14,0
xalan_2_6,org.apache.xalan.xsltc.compiler.UseAttributeSets,11,5,4,8,3,8,0
xalan_2_6,org.apache.xalan.xsltc.compiler.ValueOf,8,6,0,9,4,11,0
xalan_2_6,org.apache.xalan.xsltc.compiler.Variable,11,5,5,10,5,24,0
