dataset_name,model,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,probability,prediction,decision_threshold,is_correct,error_type,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_id,artifact_group_key,artifact_created_at,source_results_table,model_path,split_mode,split_manifest_path,feature_metadata_json,num_features,training_mode,selection_rank,selected_reason,commit_text,la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp,jitline_split,commit_id,ent,nrev,rtime,hcmt,self,app,aexp,arexp,rrexp,asexp,rsexp,asawr,rsawr,N,V,L,D,I,E,B,T
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,9379d0d36acdf78455e81518b3b1476c7691f056,commons-lang,0.48539862169182046,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1402 : added get methods to ArrayUtils,49.0,0.0,2.0,1.0,2.0,0.9113423759758416,27.0,3355.5,160.0,68.49870949074074,13.0,5.586557964176175,13.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,2521d9619fe1f052ced8ea1107851ac98a1b7488,commons-lang,0.47395971326656394,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,refactored to Generics and added isArrayIndexValid,41.0,10.0,2.0,1.0,2.0,0.8739810481273578,27.0,3380.0,162.0,1.1462847222222223,14.0,6.5758975995333415,14.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,7721302ae5d70d2986d74ae7e7df648bf849997d,commons-lang,0.43817100949656973,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1402 : refactored to return default value on negative index,2.0,2.0,2.0,1.0,2.0,1.0,27.0,3395.5,165.0,0.0624768518518518,16.0,8.574424826477673,16.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,1cec9a6fe588c047daa6c711814453840405561b,commons-lang,0.3321350248769724,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Raw Types,2.0,2.0,1.0,1.0,1.0,0.0,26.0,1547.0,125.0,51.975462962962965,27.0,9.414677715987125,27.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,a36c903d4f1065bc59f5e6d2bb0f9d92a5e71d83,commons-lang,0.33590898067500297,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,[ LANG - 1405 ] Remove checks for java versions below the minimum supported one . Closes #338 .,2.0,2.0,1.0,1.0,1.0,0.0,27.0,424.0,58.0,37.49488425925926,105.0,55.288198425520775,105.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,08aa21f9217df0a28d48be5be5db03ddf4867140,commons-lang,0.5177842102383952,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,"LANG - 1408 : add toDouble ( BigDecimal ) , toDouble ( BigDecimal , double )",61.0,1.0,2.0,1.0,2.0,0.907165767573082,27.0,291.0,149.0,105.84876157407408,11.0,4.559889347484814,11.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,b31877a46009d5ee52af9b5f737dabe241689931,commons-lang,0.5210935066540485,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1408 : Rounding utilities for converting to BigDecimal,324.0,2.0,2.0,1.0,2.0,0.9999728498609092,27.0,321.0,151.0,0.2109837962962963,12.0,5.558123412605252,12.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,4f4e2b064e98ce1abce98428965f8eed86f4543e,commons-lang,0.3471152416013333,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1408 : add final to method params,8.0,8.0,1.0,1.0,1.0,0.0,27.0,409.0,82.0,0.0033564814814814,13.0,6.558086133991308,13.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,2a11642511a3c69bac5aa1abd83d3219871395e3,commons-lang,0.5177909123281128,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1411 : Add empty checks to ObjectUtils,121.0,0.0,2.0,1.0,2.0,0.9637787324366504,27.0,593.0,121.0,168.59120949074074,0.0,0.0,0.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,ce178d8e87ff6f9a12aea4b217c1e09254936236,commons-lang,0.2774298573981216,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,( fix ) Add missing @ Test annotation,1.0,0.0,1.0,1.0,1.0,0.0,24.0,397.0,19.0,341.61600694444445,0.0,0.0,0.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,b4609c81e41d678cf03898a7cc4a4660beef0f88,commons-lang,0.3457679390299763,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1415 : Update Java Language requirement to 1 . 8,0.0,13.0,1.0,1.0,1.0,0.0,25.0,67.0,38.0,124.64577546296296,341.0,79.39147061925867,340.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,f013141f60df0bbbd57388c7bdd01a764ddfc1fd,commons-lang,0.5753641755108878,1,0.5414569193062632,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Explicit type parameters can be removed,36.0,36.0,12.0,1.0,6.0,3.0367586814570005,27.0,465.1666666666667,390.0,263.9663329475309,343.0,81.31149677742084,342.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,9fb4f47f352dc1c1f5f20de80840d39e1eebb985,commons-lang,0.3440648303199201,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Identical catch blocks can be combined,1.0,3.0,1.0,1.0,1.0,0.0,24.0,239.0,42.0,318.982962962963,344.0,82.17673642441498,343.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,bff752134ba7626ca4cdb11a5a8d743d03af4cd8,commons-lang,0.4483822327517723,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Use build in methods for comparing numerical values,2.0,8.0,2.0,1.0,2.0,0.7219280948873623,27.0,36.5,49.0,67.16935185185186,345.0,83.17642918776397,344.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,3ee9cc840088762c875a9c02531077279f7c237f,commons-lang,0.308579211138186,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Add missing spaces,4.0,4.0,1.0,1.0,1.0,0.0,25.0,442.0,15.0,309.170474537037,346.0,84.17417756779402,345.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,54f8d3c02abe04765ffe957e7d412bde2adf58c1,commons-lang,0.34284671275837025,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1417 : Add @ FunctionalInterface to ThreadPredicate and ThreadGroupPredicate,6.0,4.0,1.0,1.0,1.0,0.0,25.0,442.0,16.0,8.707465277777779,347.0,84.54532585933711,346.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,2bcf86d8af125b45d39bd1d43b8375911c551d78,commons-lang,0.3373841405267953,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,LANG - 1416 : Update ValidateTest to JUnit 5 API,7.0,7.0,1.0,1.0,1.0,0.0,24.0,403.0,22.0,454.5526851851852,348.0,85.54461847285643,347.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,bce28f99f383051b419510ef72531e0f6fa67352,commons-lang,0.33319009271281935,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,JUnit 5 tests do not need to be public,68.0,68.0,1.0,1.0,1.0,0.0,24.0,403.0,23.0,1.0969097222222222,349.0,86.46037831388026,348.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,aad2db8b12b8c61556df9df7de4fadc927633504,commons-lang,0.27683353772056013,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . isTrue overloads to @ Nested test,86.0,49.0,1.0,1.0,1.0,0.0,24.0,403.0,24.0,0.0251504629629629,350.0,87.45838083282673,349.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,7e440785d9ccdafc84ae7a50022097dc3dd422e8,commons-lang,0.3816226140079899,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Use @ ParameterizedTest to iterate over available locales,28.0,27.0,1.0,1.0,1.0,0.0,25.0,67.0,8.0,325.0004976851852,351.0,88.45313041837602,350.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,d3f2a89ba229c57073e4f2a63a9a7f1053a5720d,commons-lang,0.27004314610841956,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . notNull overloads to @ Nested test,50.0,29.0,1.0,1.0,1.0,0.0,24.0,440.0,25.0,0.826400462962963,352.0,89.38848117840544,351.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,d784612d0d3d18b2c3e892b85eaf4e7cff38c9dc,commons-lang,0.30347778695347805,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . notEmpty overloads to @ Nested test,282.0,164.0,1.0,1.0,1.0,0.0,24.0,461.0,26.0,0.1764236111111111,353.0,90.37306033543,352.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,c0779f42c7ca46c4cd3ade6261544b0da733e5d1,commons-lang,0.28648308017833535,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . notBlank overloads to @ Nested test,99.0,186.0,1.0,1.0,1.0,0.0,24.0,579.0,27.0,0.0204861111111111,354.0,91.37121409552223,353.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,ad97f2020253c787e2978093976c3b6716955e32,commons-lang,0.2936863356440155,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . noNullElements overloads to @ Nested test,142.0,92.0,1.0,1.0,1.0,0.0,24.0,492.0,28.0,0.0119675925925925,355.0,92.37010282510867,354.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,74c24ad1942abb68c8084e0ab1cf0d6e234a0650,commons-lang,0.2757845245758666,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Move constructor test to top,10.0,12.0,1.0,1.0,1.0,0.0,24.0,542.0,29.0,0.0009375,356.0,93.37001320530696,355.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,f6f8e5dbedfed0d10bf483b636abac87d90925b3,commons-lang,0.30382800238423924,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . validIndex overloads to @ Nested test,265.0,134.0,1.0,1.0,1.0,0.0,24.0,540.0,30.0,0.0160879629629629,357.0,94.36843125300204,356.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,8912be8a88781518e8e47d37a73d42a03a7e0e8e,commons-lang,0.26282349599437665,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . matchesPattern overloads to @ Nested test,35.0,22.0,1.0,1.0,1.0,0.0,24.0,671.0,31.0,0.1064236111111111,358.0,95.35767709767374,357.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,4077b57f6dd784b0232db0c66999ff351176c323,commons-lang,0.2709241101958297,0,0.5414569193062632,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,Convert tests for Validate . notNaN overloads to @ Nested test,56.0,21.0,1.0,1.0,1.0,0.0,24.0,684.0,32.0,0.051412037037037,359.0,96.35234242997012,358.0,test,,,,,,,,,,,,,,,,,,,,,,
