dataset_name,model,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,probability,prediction,decision_threshold,is_correct,error_type,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_id,artifact_group_key,artifact_created_at,source_results_table,model_path,split_mode,split_manifest_path,feature_metadata_json,num_features,training_mode,selection_rank,selected_reason,confidence,representative_group,top_shap_feature_1,top_shap_feature_2,top_shap_feature_3,top_shap_features,commit_text,la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp,jitline_split,commit_id,ent,nrev,rtime,hcmt,self,app,aexp,arexp,rrexp,asexp,rsexp,asawr,rsawr,N,V,L,D,I,E,B,T
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,1,82c95c5f951ec316a717d72a46e9f1f7792dc818,commons-jcs,0.2976675185636069,0,0.5414569193062632,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.7023324814363932,incorrect,la,entropy,nf,"la,entropy,nf",JCS - 178 fixing RemoteCacheNoWaitFacade constructor logic,2.0,1.0,1.0,1.0,1.0,0.0,11.0,125.0,10.0,167.65574074074075,51.0,15.628702791595604,14.0,test,,,,,,,,,,,,,,,,,,,,,,
jitfine,rf,,,,,,,,,,,,,,,,,,,,,,0,bca350df1f52134e8543774dd5df4c5dfae357cb,ant-ivy,0.7010007237746909,1,0.5414569193062632,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,jitfine::rf::training,jitfine::rf,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_jitfine.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1013}",1013,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.7010007237746909,incorrect,la,entropy,nf,"la,entropy,nf",- IMPROVEMENT : New LockStrategy available based on NIO FileLocks ( IVY - 1424 ) - FIX : NIO FileLocker released locks too early ( IVY - 1424 ) ( thanks to Charles Duffy ),88.0,37.0,6.0,2.0,3.0,2.1710692754620617,5.0,337.0,91.0,402.3931288580248,625.0,145.5404202249474,392.0,test,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,324.0,76.0,17.0,41.0,1095.0,7936.48,0.02,55.45,143.13,440084.36,2.65,24449.13,277.0,9.0,32.0,0.0,30.0,122.0,646.0,451.0,151.0,1,row_1903,jm1,0.9823983311653137,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9823983311653137,tp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,1129.0,128.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,1,row_2102,jm1,0.9743709564208984,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9743709564208984,tp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,1824.0,268.0,39.0,219.0,4828.0,43342.31,0.0,213.53,202.98,9254819.86,14.45,514156.64,1588.0,58.0,164.0,10.0,102.0,407.0,3172.0,1730.0,485.0,1,row_2099,jm1,0.9707497954368591,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9707497954368591,tp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,3442.0,470.0,113.0,385.0,8441.0,80843.08,0.0,384.45,210.28,31079782.27,26.95,1726654.57,2824.0,157.0,447.0,12.0,155.0,609.0,5420.0,3021.0,826.0,1,row_2103,jm1,0.9552015662193298,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9552015662193298,tp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,355.0,88.0,66.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1,row_1563,jm1,0.9539686441421509,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9539686441421509,tp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,1,row_158,jm1,0.16806983947753906,0,0.5167627930641174,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,fn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,1.0,1,row_92,jm1,0.16806983947753906,0,0.5167627930641174,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,fn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1,row_372,jm1,0.16806983947753906,0,0.5167627930641174,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,fn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,10.0,6.0,6.0,2.0,151.0,774.52,0.04,23.29,33.25,18041.8,0.26,1002.32,7.0,0.0,1.0,0.0,18.0,17.0,107.0,44.0,11.0,1,row_717,jm1,0.1843240112066269,0,0.5167627930641174,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8156759738922119,fn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,5.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3.0,0.0,0.0,0.0,6.0,5.0,8.0,5.0,1.0,1,row_391,jm1,0.19085098803043365,0,0.5167627930641174,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8091490268707275,fn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,706.0,94.0,3.0,67.0,2702.0,19997.18,0.01,174.22,114.78,3483952.81,6.67,193552.92,656.0,6.0,39.0,1.0,52.0,117.0,1918.0,784.0,163.0,0,row_2104,jm1,0.9736855626106262,1,0.5167627930641174,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9736855626106262,fp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,281.0,78.0,3.0,77.0,1698.0,11329.78,0.01,105.84,107.04,1199190.81,3.78,66621.71,243.0,0.0,36.0,0.0,25.0,77.0,1046.0,652.0,152.0,0,row_7048,jm1,0.9584893584251404,1,0.5167627930641174,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9584893584251404,fp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,377.0,48.0,19.0,44.0,1295.0,8764.8,0.01,84.86,103.28,743817.61,2.92,41323.2,303.0,36.0,36.0,0.0,28.0,81.0,804.0,491.0,89.0,0,row_4093,jm1,0.9584251046180725,1,0.5167627930641174,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9584251046180725,fp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,314.0,86.0,29.0,31.0,1449.0,9668.34,0.01,149.93,64.48,1449530.13,3.22,80529.45,300.0,0.0,11.0,0.0,35.0,67.0,875.0,574.0,168.0,0,row_9952,jm1,0.889987587928772,1,0.5167627930641174,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.889987587928772,fp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,314.0,86.0,29.0,31.0,1449.0,9668.34,0.01,149.93,64.48,1449530.13,3.22,80529.45,300.0,0.0,11.0,0.0,35.0,67.0,875.0,574.0,168.0,0,row_12276,jm1,0.889987587928772,1,0.5167627930641174,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.889987587928772,fp,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,row_6672,jm1,0.16806983947753906,0,0.5167627930641174,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,tn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,row_6695,jm1,0.16806983947753906,0,0.5167627930641174,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,tn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,11.0,34.87,0.33,3.0,11.62,104.61,0.01,5.81,2.0,0.0,0.0,0.0,6.0,3.0,8.0,3.0,1.0,0,row_6715,jm1,0.16806983947753906,0,0.5167627930641174,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,tn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_6731,jm1,0.16806983947753906,0,0.5167627930641174,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,tn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,row_6769,jm1,0.16806983947753906,0,0.5167627930641174,True,tn,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8319301605224609,tn,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,324.0,76.0,17.0,41.0,1095.0,7936.48,0.02,55.45,143.13,440084.36,2.65,24449.13,277.0,9.0,32.0,0.0,30.0,122.0,646.0,451.0,151.0,1,row_1903,jm1,0.9823983311653137,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9823983311653137,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,1129.0,128.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,1,row_2102,jm1,0.9743709564208984,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9743709564208984,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jm1,xgb,1824.0,268.0,39.0,219.0,4828.0,43342.31,0.0,213.53,202.98,9254819.86,14.45,514156.64,1588.0,58.0,164.0,10.0,102.0,407.0,3172.0,1730.0,485.0,1,row_2099,jm1,0.9707497954368591,1,0.5167627930641174,True,tp,metrics_only,metrics_only,,False,paper-v1,error_analysis,jm1::xgb::tuned_best_table,jm1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.9707497954368591,correct,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
